date,flow,power,sludge_wet,sludge_moisture,chemical,pac,pam,mlss,power_rate,chemical_rate,ss_in,ss_out,bod_in,bod_out,cod_in,cod_out,cod_reduction,ph_in,ph_out,tn_in,tn_out,tp_in,tp_out,nh3_in,nh3_out,nh3_reduction,color_in,color_out,carbon,month,month_sin,month_cos,doy_sin,doy_cos,dow_sin,dow_cos
2021-01-11,15911.6,5047.6,5.159999999999999,75.0,7.76,560.0,15.180000000000001,4351.4,1.5,133.2,4.6,54.52,4.4,126.66,11.22,1817.52,7.398000000000001,21.736,7.9860000000000015,1.6380000000000003,0.162,14.296000000000001,0.182,223.52399999999997,512.0,0.8587,0.2724024028077158,1.54,0.3315796541174504,1,0.49999999999999994,0.8660254037844387,0.15415841880472758,0.9877466640375049,-0.35135187892997066,-0.08019377358048389
2021-01-12,15619.0,4954.8,6.6,75.0,9.92,550.0,14.919999999999998,4303.8,1.5,128.1,5.2,50.28,4.46,121.04,11.38,1679.8399999999997,7.397999999999999,21.344,7.783999999999999,1.58,0.16,13.962,0.20800000000000002,212.91600000000003,512.0,0.8587,0.27240342309459287,1.54,0.3318143960101437,1,0.49999999999999994,0.8660254037844387,0.17112640856215655,0.9849487513054734,-0.2817623302598763,0.22469796037174664
2021-01-13,15406.6,4887.4,6.82,75.0,10.260000000000002,545.0,14.7,4217.6,1.5,127.6,5.2,55.279999999999994,4.38,129.61999999999998,11.32,1801.6,7.406000000000001,22.14,7.772,1.6480000000000001,0.16999999999999998,14.49,0.22800000000000004,218.542,512.0,0.8587,0.27240259725588345,1.54,0.33210537235783594,1,0.49999999999999994,0.8660254037844387,0.1880437592621328,0.981859376391629,-4.4408920985006264e-17,0.3603875471609676
2021-01-14,15880.6,5037.8,7.119999999999999,75.0,10.7,565.0,15.040000000000001,4145.2,1.5,125.5,5.2,53.44,4.42,121.1,11.120000000000001,1731.72,7.398000000000001,21.458,8.184000000000001,1.596,0.174,13.968,0.23600000000000004,217.46800000000002,512.0,0.8587,0.2724049460903262,1.54,0.3324684032114723,1,0.49999999999999994,0.8660254037844387,0.20490546478841024,0.9784794534917118,0.2817623302598763,0.22469796037174666
2021-01-15,16474.2,5226.2,7.279999999999999,75.0,10.940000000000001,585.0,15.6,3900.8,1.5,125.1,4.9,50.739999999999995,4.5,115.05999999999999,10.82,1716.8,7.37,21.042,9.022,1.6,0.186,13.742,0.48999999999999994,218.42799999999997,512.0,0.8587,0.27241017295537534,1.54,0.3323659394241656,1,0.49999999999999994,0.8660254037844387,0.2217065354910448,0.9748099827792858,0.35135187892997066,-0.08019377358048381
2021-01-16,15596.6,4947.8,7.3199999999999985,75.0,11.0,555.0,14.74,3606.8,1.5,128.1,5.3,51.260000000000005,4.54,116.1,11.02,1642.4,7.3740000000000006,20.95,9.382,1.654,0.18,13.652000000000001,0.492,205.85,512.0,0.8587,0.2724097622904845,1.54,0.3324931472420105,1,0.49999999999999994,0.8660254037844387,0.23844199966291243,0.9708520501097709,0.15636629649360598,-0.3246979603717467
2021-01-17,14480.2,4593.6,5.890000000000001,75.0,8.86,515.0,13.6,3255.0,1.5,130.3,5.0,52.2,4.38,115.97999999999999,10.879999999999999,1537.7,7.348000000000001,21.028,9.336,1.7559999999999998,0.16999999999999998,13.732,0.472,192.762,512.0,0.8587,0.27240690140779933,1.54,0.33211238502428314,1,0.49999999999999994,0.8660254037844387,0.25510690501091693,0.966606826699121,-0.15636629649360595,-0.32469796037174675
2021-01-18,15096.0,4788.8,5.59,75.0,8.4,530.0,14.14,3149.2,1.5,131.6,5.6,51.720000000000006,4.42,112.31999999999998,10.919999999999998,1551.6200000000001,7.33,21.036,9.728,1.732,0.17200000000000001,13.907999999999998,0.458,205.99,512.0,0.8587,0.27239985968597863,1.54,0.33142225571048656,1,0.49999999999999994,0.8660254037844387,0.27169632012145317,0.9620755687772423,-0.35135187892997066,-0.08019377358048389
2021-01-19,15051.0,4774.6,5.2299999999999995,75.0,7.859999999999999,525.0,14.180000000000001,3177.8,1.5,131.6,5.8,53.44000000000001,4.279999999999999,114.6,11.080000000000002,1580.98,7.279999999999999,21.102,9.681999999999999,1.7120000000000002,0.16999999999999998,13.857999999999999,0.4539999999999999,204.678,512.0,0.8587,0.2724039300886129,1.54,0.3310372350358488,1,0.49999999999999994,0.8660254037844387,0.2882053359196921,0.957259617216255,-0.2817623302598763,0.22469796037174664
2021-01-20,15272.2,4844.6,5.59,75.0,8.4,535.0,14.34,3235.6,1.5,134.9,6.3,56.1,4.36,121.44000000000001,11.3,1714.2,7.267999999999999,21.546,9.102,1.718,0.16599999999999998,14.246,0.2,218.13000000000002,512.0,0.8587,0.27239492031000107,1.54,0.3312796906168962,1,0.49999999999999994,0.8660254037844387,0.30462906712225435,0.9521603971337068,-4.4408920985006264e-17,0.3603875471609676
2021-01-21,15810.0,5015.2,6.069999999999999,75.0,9.11,550.0,14.820000000000002,3557.8,1.5,140.7,6.0,57.08,4.3,125.08,11.02,1826.4399999999998,7.218000000000001,21.81,9.128,1.6939999999999997,0.176,14.565999999999999,0.188,229.83,512.0,0.8587,0.2723948735858062,1.54,0.33065577879749153,1,0.49999999999999994,0.8660254037844387,0.3209626536828448,0.9467794174708594,0.2817623302598763,0.22469796037174666
2021-01-22,16277.4,5163.6,6.58,75.0,9.870000000000001,565.0,15.34,3938.0,1.5,139.2,5.9,58.760000000000005,4.42,127.97999999999999,11.08,1911.1799999999998,7.238000000000001,22.048,9.664,1.6239999999999999,0.182,14.76,0.21400000000000002,238.458,512.0,0.8587,0.27240280883878704,1.54,0.33074524507180925,1,0.49999999999999994,0.8660254037844387,0.33720126223041785,0.9411182705461659,0.35135187892997066,-0.08019377358048381
2021-01-23,14585.4,4627.0,7.666666666666666,75.0,11.503333333333334,510.0,13.780000000000001,4148.2,1.5,134.6,5.5,56.9,4.5,122.88,11.059999999999999,1649.1,7.196,21.358,9.346,1.594,0.182,14.201999999999998,0.22000000000000003,204.454,512.0,0.8587,0.2724114437177018,1.54,0.33114219828132957,1,0.49999999999999994,0.8660254037844387,0.3533400874994503,0.9351786315840809,0.15636629649360598,-0.3246979603717467
2021-01-24,14455.6,4585.8,9.24,75.0,13.870000000000001,505.0,13.680000000000001,4296.6,1.5,140.0,4.9,58.17999999999999,4.58,124.35999999999999,10.8,1662.1199999999997,7.268000000000001,21.456,8.99,1.6480000000000001,0.19,14.294,0.22400000000000003,204.128,512.0,0.8587,0.2724102160485555,1.54,0.33094541783898807,1,0.49999999999999994,0.8660254037844387,0.3693743537518963,0.9289622582193328,-0.15636629649360595,-0.32469796037174675
2021-01-25,15543.2,4931.0,10.780000000000001,75.0,16.19,545.0,14.780000000000001,4429.8,1.5,140.3,4.7,53.94,4.5200000000000005,116.14000000000001,10.66,1625.02,7.2299999999999995,20.938,8.972,1.6019999999999999,0.2,13.992,0.252,213.254,512.0,0.8587,0.27241834988278385,1.54,0.33115806699121936,1,0.49999999999999994,0.8660254037844387,0.3852993161904052,0.922470989976812,-0.35135187892997066,-0.08019377358048389
